division,conference,name,handle,use_for_ballot
JAFA,Kansai Tier 3D-F,兵庫医療大学 (Hyogo Medicine) Siegfried,hyogomedicine,0
JAFA,Kansai Tier 3D-F,吉備大学 (Kibi) Fortifiers,kibi,0
JAFA,Kansai Tier 3D-F,大谷大学 (Otani) Bandits,otani,0
JAFA,Kansai Tier 3D-F,大阪商業大学 (Osaka Commerce) Steelers,osakacommerce,0
JAFA,Kansai Tier 3D-F,大阪国際大学 (Osaka International) Mavericks,osakainternational,0
JAFA,Kansai Tier 3D-F,大阪工業大学 (Osaka Institute of Technology) Rowdies,osakatech,0
JAFA,Kansai Tier 3D-F,大阪経済と法大学 (Osaka Economics and Law) Blue Thunder,osakael,0
JAFA,Kansai Tier 3D-F,大阪電気通信大学 (Osaka Electro-Communication) Black Angels,osakaec,0
JAFA,Kansai Tier 3D-F,姫路獨協大学 (Himeji Dokkyo) Wild Boars,himejidokkyo,0
JAFA,Kansai Tier 3D-F,岡山科学大学 (Okayama Science) Gators,okayamascience,0
JAFA,Kansai Tier 3D-F,徳島大学 (Tokushima) Pirates,tokushima,0
JAFA,Kansai Tier 3D-F,神戸国際大学 (Kobe International) Crimson Knights,kobeinternational,0
JAFA,Kansai Tier 3D-F,阪南大学 (Hannan) Fighting Bears,hannan,0
JAFA,Kansai Tier 3D-F,鳥取大学 (Tottori) Rakers,tottori,0
JAFA,Kanto Tier 3,亜細亜大学 (Asia) Angels,asia,0
JAFA,Kanto Tier 3,創価大学 (Soka) Blue Lions,soka,0
JAFA,Kanto Tier 3,千葉大学 (Chiba) Poseidon,chiba,0
JAFA,Kanto Tier 3,国際基督教大学 (International Christian) Apostles,internationalchristian,0
JAFA,Kanto Tier 3,城西大学 (Josai) B-Rhinos,josai,0
JAFA,Kanto Tier 3,埼玉大学 (Saitama) Primrose,saitama,0
JAFA,Kanto Tier 3,大東文化大学 (Daito Bunka) Wild Boars,daitobunka,0
JAFA,Kanto Tier 3,宇都宮大学 (Utsunomiya) Bull Fighters,utsunomiya,0
JAFA,Kanto Tier 3,文教大学 (Bunkyo) Odin,bunkyo,0
JAFA,Kanto Tier 3,新潟大学 (Niigata) Tigers,niigata,0
JAFA,Kanto Tier 3,東京国際大学 (Tokyo International) Dolphins,tokyointernational,0
JAFA,Kanto Tier 3,東京外国語大学 (Tokyo Foreign Studies) Phantoms,tokyoforeign,0
JAFA,Kanto Tier 3,東京経済大学 (Tokyo Keizai) Falcons,tokyokeizai,0
JAFA,Kanto Tier 3,東京農工大学 (Tokyo Agriculture and Technology) Blasters,tokyoat,0
JAFA,Kanto Tier 3,東京都市大学 (Tokyo City) Helios,tokyocity,0
JAFA,Kanto Tier 3,東京都立大学 (Tokyo Metropolitan) Scrappers,tokyomet,0
JAFA,Kanto Tier 3,横浜市立大学 (Yokohama City) Fighting Seagulls,yokohamacity,0
JAFA,Kanto Tier 3,流通経済大学 (Ryutsu Keizai) RKU,ryutsukeizai,0
JAFA,Kanto Tier 3,玉川大学 (Tamagawa) Stallions,tamagawa,0
JAFA,Kanto Tier 3,芝浦工業大学 (Shibaura Institute of Technology) Fighting Engineers,shibaura,0
JAFA,Kanto Tier 3,茨城大学 (Ibaraki) Stargazers,ibaraki,0
JAFA,Kanto Tier 3,電気通信大学 (University of Electro-Communications) Crashers,electrocomm,0
JAFA,Kanto Tier 3,高崎市立大学 (Takasaki City) Bandits,takasaki,0
JAFA,Kanto Area League,上武大学 (Jobu) Mean Fighting Machine,jobu,0
JAFA,Kanto Area League,千葉商工大学 (Chiba Commerce) Lycaonpictus,chibacommerce,0
JAFA,Kanto Area League,山梨大学 (Yamanashi) Wyverns,yamanashi,0
JAFA,Kanto Area League,工学院大学 (Kogakuin) Crash Machines,kogakuin,0
JAFA,Kanto Area League,帝京平成大学 (Teikyo Heisei) Blue Wings,teikyoheisei,0
JAFA,Kanto Area League,日本工業大学 (Nippon Institute of Technology) River Horse,nippon,0
JAFA,Kanto Area League,明星大学 (Meisei) Silver Knights,meisei,0
JAFA,Kanto Area League,杏林大学 (Kyorin) Cavaliers,kyorin,0
JAFA,Kanto Area League,東京工科大学 (Tokyo University of Technology) Cerberus,tokyotech,0
JAFA,Kanto Area League,東京科学大学 (Tokyo Science) Rascals,tokyoscience,0
JAFA,Kanto Area League,江戸川大学 (Edogawa) Hedge Hogs,edogawa,0
JAFA,Kanto Area League,獨協大学 (Dokkyo) Green Monsters,dokkyo,0
JAFA,Kanto Area League,白鴎大学 (Hakuoh) Rascals,hakuoh,0
JAFA,Kanto Area League,神奈川工科大学 (Kanagawa Institute of Technology) Pied Pipers,kanagawatech,0
JAFA,Kanto Area League,神田大学 (Kanda) Stingers,kanda,0
JAFA,Kanto Area League,立正大学 (Rissho) Bulldogs,rissho,0
JAFA,Kanto Area League,高千穂大学 (Takachiho) Eagles,takachiho,0
CAFL,CAFL,天津大学 (Tianjin) Pirates,tianjin,0
CAFL,CAFL,山东大学 (Shandong) Flames,shandong,0
CAFL,CAFL,武汉大学 (Wuhan) Nine-Headed Birds,wuhan,0
CAFL,CAFL,沈阳大学 (Shenyang) Tigers,shenyang,0
CAFL,CAFL,河北大学 (Hebei) Nirvana,hebei,0
CAFL,CAFL,西安交通大学 (Xi'an) North-West Wolves,xian,0
CUAFL,CUAFL,上海交通大学 (Jiao Tong) Lions,jiaotong,0
CUAFL,CUAFL,上海大学 (Shanghai) Bombers,shanghai,0
CUAFL,CUAFL,上海工程技术大学 (SUES) Sakers,sues,0
CUAFL,CUAFL,华东理工大学 (ECUST) Terminators,ecust,0
CUAFL,CUAFL,同济大学 (Tongji) Strikers,tongji,0
NFL China University Flag Football League,NFL China Beijing,中国矿业大学 (CUMT),cumt,0
NFL China University Flag Football League,NFL China Beijing,北京交通大学 (Beijing Jiao Tong),bjtu,0
NFL China University Flag Football League,NFL China Beijing,北京体育大学 (Beijing Sport),beijingsport,0
NFL China University Flag Football League,NFL China Beijing,北京化工大学 (BUCT),buct,0
NFL China University Flag Football League,NFL China Beijing,北京工业大学 (BJUT),bjut,0
NFL China University Flag Football League,NFL China Beijing,北京师范大学 (Beijing Normal),beijingnormal,0
NFL China University Flag Football League,NFL China Beijing,北京建筑大学 (BUCEA),bucea,0
NFL China University Flag Football League,NFL China Beijing,北京林业大学 (Beijing Forestry),bfu,0
NFL China University Flag Football League,NFL China Beijing,北京理工大学 (BIT),bit,0
NFL China University Flag Football League,NFL China Beijing,北京联合大学 (Beijing Union),buu,0
NFL China University Flag Football League,NFL China Beijing,北京邮电大学 (BUPT),bupt,0
NFL China University Flag Football League,NFL China Beijing,国际关系学院 (International Relations),uir,0
NFL China University Flag Football League,NFL China Beijing,清华大学 (Tsinghua),tsinghua,0
NFL China University Flag Football League,NFL China Beijing,首都体育学院 (CIPE),cipe,0
NFL China University Flag Football League,NFL China Beijing,首都师范大学 (Capital Normal),cnu,0
NFL China University Flag Football League,NFL China Beijing,首都经济贸易大学 (CUEB),cueb,0
NFL China University Flag Football League,NFL China Guangzhou,华南理工大学 (South China Tech),scut,0
NFL China University Flag Football League,NFL China Guangzhou,广东工业大学 (Guangdong Tech),gdut,0
NFL China University Flag Football League,NFL China Guangzhou,广东工业大学华立学院 (Huali),huali,0
NFL China University Flag Football League,NFL China Guangzhou,广东教育学院 (Guangdong Education),gdei,0
NFL China University Flag Football League,NFL China Guangzhou,广东环境保护工程职业学院 (GDEPC),gdepc,0
NFL China University Flag Football League,NFL China Guangzhou,广州中医药大学 (GZUCM),gzhtcm,0
NFL China University Flag Football League,NFL China Guangzhou,广州体育学院 (Guangzhou Sport),gsu,0
NFL China University Flag Football League,NFL China Guangzhou,广州大学华软软件学院 (SISE),sise,0
NFL China University Flag Football League,NFL China Shanghai,NYU Shanghai,nyushanghai,0
NFL China University Flag Football League,NFL China Shanghai,上海交通职业技术学院 (SCP),shcp,0
NFL China University Flag Football League,NFL China Shanghai,上海体育学院 (Shanghai Sport),sus,0
NFL China University Flag Football League,NFL China Shanghai,上海师范大学 (SHNU),shnu,0
NFL China University Flag Football League,NFL China Shanghai,上海应用技术学院 (Shanghai Tech),sit,0
NFL China University Flag Football League,NFL China Shanghai,上海理工大学 (USST),usst,0
NFL China University Flag Football League,NFL China Shanghai,华东政法大学 (ECUPSL),ecupsl,0
Chinese Independent Teams,Chinese Independent Teams,四川传媒学院 (SUMC) Shadow Knights,sumc,0
Chinese Independent Teams,Chinese Independent Teams,复旦大学 (Fudan) Dragoons,fudan,0
Chinese Independent Teams,Chinese Independent Teams,电子科技大学 (UESTC) Breakers,uestc,0
Chinese Independent Teams,Chinese Independent Teams,西南财大 (SWUFE) Spartans,swufe,0
EFLI,EFLI University League Division 1,Bangalore Garudas,bangalore,0
EFLI,EFLI University League Division 1,GNDU Goldens,gndu,0
EFLI,EFLI University League Division 1,Jain Southern Champs,jain,0
EFLI,EFLI University League Division 1,Lovely Professional Tigers,lovely,0
EFLI,EFLI University League Division 1,Madras Stars,madras,0
EFLI,EFLI University League Division 1,MD Rohtak Heroes,mdrohtak,0
EFLI,EFLI University League Division 1,Osmania Nazims,osmania,0
EFLI,EFLI University League Division 1,PUP Royals,pup,0
EFLI,EFLI University League Division 2,Auro Blues,auro,0
EFLI,EFLI University League Division 2,BR Ambedkar Chairmen,brambedkar,0
EFLI,EFLI University League Division 2,Chandigarh Cheetahs,chandigarh,0
EFLI,EFLI University League Division 2,Gujarat Lions,gujarat,0
EFLI,EFLI University League Division 2,Jaipur National Knights,jaipurnational,0
EFLI,EFLI University League Division 2,JECRC Cardinals,jecrc,0
EFLI,EFLI University League Division 2,Kolkata Bosons,kolkata,0
EFLI,EFLI University League Division 2,Lakshmi Narain Tech Champions,lakshminarain,0
EFLI,EFLI University League Division 2,Panjab Warriors,panjab,0
EFLI,EFLI University League Division 2,Poornima Panthers,poornima,0
EFLI,EFLI University League Division 2,Sathyabama Kings,sathyabama,0
EFLI,EFLI University League Division 2,SOA Rajahs,soa,0
KAFA,BAFA,경성대학교 (Kyungsang) Dragons,kyungsung,0
KAFA,BAFA,동서대학교 (East-West) Blue Dolphins,eastwest,0
KAFA,BAFA,동아대학교 (Dong-A) Leopards,donga,0
KAFA,BAFA,동의대학교 (Eui) Turtle Fighters,eui,0
KAFA,BAFA,부경대학교 (Pukyong) Mad Mobydicks,pukyong,0
KAFA,BAFA,부산대학교 (Pusan National) Eagles,pusannational,0
KAFA,BAFA,부산외국어대학교 (Pusan Foreign Studies) Tornado,pusanforeignstudies,0
KAFA,BAFA,신라대학교 (Silla) Red Devils,silla,0
KAFA,BAFA,울산대학교 (Ulsan) Unicorns,ulsan,0
KAFA,BAFA,한국해양대학교 (Korea Maritime) Vikings,koreamaritime,0
KAFA,BAFA,해군사관학교 (Korean Naval Academy) Sharks,koreannavalacademy,0
KAFA,SAFA,강원대학교 (Kangwon National) Capra,kangwonnational,0
KAFA,SAFA,건국대학교 (Konkuk) Raging Bulls,konkuk,0
KAFA,SAFA,고려대학교 (Korea) Tigers,korea,0
KAFA,SAFA,동국대학교 서울캠퍼스 (Dongguk Seoul) Tuskers,donggukseoul,0
KAFA,SAFA,서울대학교 (Seoul National) Green Terrors,seoulnational,0
KAFA,SAFA,서울시립대학교 (Seoul) City Hawks,uos,0
KAFA,SAFA,성균관대학교 (Sungkyunkwan) Royals,sungkyunkwan,0
KAFA,SAFA,연세대학교 (Yonsei) Eagles,yonsei,0
KAFA,SAFA,용인대학교 (Yongin) White Tigers,yongin,0
KAFA,SAFA,인하대학교 (Inha) Wyverns,inha,0
KAFA,SAFA,중앙대학교 (Chungang) Blue Dragons,chungang,0
KAFA,SAFA,한국외국어대학교 (HUFS) Black Knights,hufs,0
KAFA,SAFA,한림대학교 (Hallym) Phoenix,hallym,0
KAFA,SAFA,한양대학교 (Hanyang) Lions,hanyang,0
KAFA,SAFA,홍익대학교 (Honggik) Cowboys,hongik,0
KAFA,TKAFA,경북대학교 (Kyungpook National) Orange Fighters,kyungpooknational,0
KAFA,TKAFA,경일대학교 (Kyungil) Black Bears,kyungil,0
KAFA,TKAFA,계명대학교 (Keimyung) Super Lions,keimyung,0
KAFA,TKAFA,금오공과대학교 (Kumoh Tech) Ravens,kumohtech,0
KAFA,TKAFA,대구대학교 (Daegu Haany) Flying Tigers,daeguhaany,0
KAFA,TKAFA,대구카톨릭대학교 (Daegu Catholic) Scud Angels,daegucatholic,0
KAFA,TKAFA,대구한의대학교 (Daegu) Rhinos,daegu,0
KAFA,TKAFA,동국대학교 (Dongguk) White Elephants,dongguk,0
KAFA,TKAFA,영남대학교 (Yeungnam) Pegasus,yeungnam,0
KAFA,TKAFA,위덕대학교 (Uidik) Thunders,uiduk,0
KAFA,TKAFA,한동대학교 (Handong Global) Holy Rams,handongglobal,0
Ünilig,Süper Lig,Akdeniz Heroes,akdeniz,0
Ünilig,Süper Lig,Anadolu Rangers,anadolu,0
Ünilig,Süper Lig,Atilim Rhinos,atilim,0
Ünilig,Süper Lig,Bilkent Judges,bilkent,0
Ünilig,Süper Lig,Boğaziçi Sultans,bogazici,0
Ünilig,Süper Lig,Gazi Warriors,gazi,0
Ünilig,Süper Lig,Hacettepe Red Deers,hacettepe,0
Ünilig,Süper Lig,Işik Chargers,isik,0
Ünilig,Süper Lig,İstanbul Bilgi Hunters,istanbulbilgi,0
Ünilig,Süper Lig,İstanbul Teknik Hornets,istanbulteknik,0
Ünilig,Süper Lig,İzmir Ekonomi Halcyons,izmirekonomi,0
Ünilig,Süper Lig,Kocaeli Sharks,kocaeli,0
Ünilig,Süper Lig,METU Falcons,metu,0
Ünilig,Süper Lig,Süleyman Demirel Spartans,suleymandemirel,0
Ünilig,Süper Lig,Yeditepe Eagles,yeditepe,0
Ünilig,Süper Lig,Yildiz Teknik Stallions,yildiz,0
Ünilig,1. Lig,Aibü Bears,aibu,0
Ünilig,1. Lig,Ankara Cats,ankara,0
Ünilig,1. Lig,Antalya Vandals,antalya,0
Ünilig,1. Lig,Başkent Knights,baskent,0
Ünilig,1. Lig,Çanakkale GSK Vatanseverler,canakkalegsk,0
Ünilig,1. Lig,Dokuz Eylül Efeleri,dokuzeylul,0
Ünilig,1. Lig,Dumlupinar Titans,dumlupinar,0
Ünilig,1. Lig,Ege Dolphins,ege,0
Ünilig,1. Lig,EMU Crows,emu,0
Ünilig,1. Lig,Gediz Hawks,gediz,0
Ünilig,1. Lig,İstanbul Conquerors,istanbul,0
Ünilig,1. Lig,Koç Rams,koc,0
Ünilig,1. Lig,Kocatepe Victory Walkers,kocatepe,0
Ünilig,1. Lig,Sakarya Tatankaları,sakarya,0
Ünilig,1. Lig,Tobb ETU Raiders,tobbetu,0
Ünilig,1. Lig,Uludağ Timsahlar,uludag,0
Ünilig,1. Lig,Yaşar Admirals,yasar,0
Discontinued Teams,D1 Post-1978,Boston University Terriers,bostonuniversity,0
Discontinued Teams,D1 Post-1978,Canisius Golden Griffins,canisius,0
Discontinued Teams,D1 Post-1978,CSU Fullerton Titans,csufullerton,0
Discontinued Teams,D1 Post-1978,CSU Long Beach 49ers,csulongbeach,0
Discontinued Teams,D1 Post-1978,CSU Northridge Matadors,csunorthridge,0
Discontinued Teams,D1 Post-1978,Evansville Purple Aces,evansville,0
Discontinued Teams,D1 Post-1978,Fairfield Stags,fairfield,0
Discontinued Teams,D1 Post-1978,Hofstra Pride,hofstra,0
Discontinued Teams,D1 Post-1978,Iona Gaels,iona,0
Discontinued Teams,D1 Post-1978,La Salle Explorers,lasalle,0
Discontinued Teams,D1 Post-1978,Northeastern Huskies,northeastern,0
Discontinued Teams,D1 Post-1978,Pacific Tigers,pacific,0
Discontinued Teams,D1 Post-1978,Santa Clara Broncos,santaclara,0
Discontinued Teams,D1 Post-1978,Seton Hall Pirates,setonhall,0
Discontinued Teams,D1 Post-1978,Siena Saints,siena,0
Discontinued Teams,D1 Post-1978,St. John's (NY) Red Storm,stjohnsny,0
Discontinued Teams,D1 Post-1978,St. Mary's (CA) Gaels,stmarys,0
Discontinued Teams,D1 Post-1978,St. Peter's Peacocks,stpeters,0
Discontinued Teams,D1 Post-1978,UCSB Gauchos,ucsb,0
Discontinued Teams,D1 Post-1978,UMES Hawks,umes,0
Discontinued Teams,D1 Post-1978,UT Arlington Mavericks,utarlington,0
Discontinued Teams,D1 Post-1978,Wichita State Shockers,wichitastate,0
Discontinued Teams,D1 1950-1977,Bradley Braves,bradley,0
Discontinued Teams,D1 1950-1977,Denver Pioneers,denver,0
Discontinued Teams,D1 1950-1977,Detroit Titans,detroitmercy,0
Discontinued Teams,D1 1950-1977,Drexel Dragons,drexel,0
Discontinued Teams,D1 1950-1977,George Washington Colonials,georgewashington,0
Discontinued Teams,D1 1950-1977,High Point Panthers,highpoint,0
Discontinued Teams,D1 1950-1977,Little Rock Trojans,ualr,0
Discontinued Teams,D1 1950-1977,Loyola Marymount Lions,loyolamarymount,0
Discontinued Teams,D1 1950-1977,Marquette Golden Eagles,marquette,0
Discontinued Teams,D1 1950-1977,Milwaukee Panthers,milwaukee,0
Discontinued Teams,D1 1950-1977,Mount St. Mary Blue Knights,mountstmary,0
Discontinued Teams,D1 1950-1977,Niagara Purple Eagles,niagara,0
Discontinued Teams,D1 1950-1977,NYU Violets,nyu,0
Discontinued Teams,D1 1950-1977,Pepperdine Waves,pepperdine,0
Discontinued Teams,D1 1950-1977,Rider Broncs,rider,0
Discontinued Teams,D1 1950-1977,San Francisco Dons,sanfrancisco,0
Discontinued Teams,D1 1950-1977,St. Bonaventure Bonnies,stbonaventure,0
Discontinued Teams,D1 1950-1977,Texas A&M-Corpus Christi Islanders,texasamcorpuschristi,0
Discontinued Teams,D1 1950-1977,Texas-Pan American Broncs,texaspanamerican,0
Discontinued Teams,D1 1950-1977,UC Riverside Highlanders,ucriverside,0
Discontinued Teams,D1 1950-1977,UIC Flames,uic,0
Discontinued Teams,D1 1950-1977,UNC Asheville Bulldogs,uncasheville,0
Discontinued Teams,D1 1950-1977,Vermont Catamounts,vermont,0
Discontinued Teams,D1 1950-1977,Xavier Musketeers,xavier,0
Discontinued Teams,D1 Pre-1950,American University Eagles,american,0
Discontinued Teams,D1 Pre-1950,Carlisle Indians,carlisle,0
Discontinued Teams,D1 Pre-1950,Centenary Gents,centenary,0
Discontinued Teams,D1 Pre-1950,Charleston (SC) Cougars,collegecharleston,0
Discontinued Teams,D1 Pre-1950,Creighton Bluejays,creighton,0
Discontinued Teams,D1 Pre-1950,DePaul Blue Demons,depaul,0
Discontinued Teams,D1 Pre-1950,Gonzaga Bulldogs,gonzaga,0
Discontinued Teams,D1 Pre-1950,Long Island Blackbirds,longisland,0
Discontinued Teams,D1 Pre-1950,Loyola Chicago Ramblers,loyolachicago,0
Discontinued Teams,D1 Pre-1950,Loyola Maryland Greyhounds,loyolamaryland,0
Discontinued Teams,D1 Pre-1950,Manhattan Jaspers,manhattan,0
Discontinued Teams,D1 Pre-1950,Portland Pilots,portland,0
Discontinued Teams,D1 Pre-1950,Providence Friars,providence,0
Discontinued Teams,D1 Pre-1950,Saint Louis Billikens,saintlouis,0
Discontinued Teams,D1 Pre-1950,St. Francis Brooklyn Terriers,stfrancisbrooklyn,0
Discontinued Teams,D1 Pre-1950,St. Joseph's (PA) Hawks,stjosephspa,0
Discontinued Teams,NCAA Post-2002,Allen Yellow Jackets,allen,0
Discontinued Teams,NCAA Post-2002,Barber-Scotia Sabers,barberscotia,0
Discontinued Teams,NCAA Post-2002,Blackburn Beavers,blackburn,0
Discontinued Teams,NCAA Post-2002,Colorado College Tigers,coloradocollege,0
Discontinued Teams,NCAA Post-2002,Georgia Southwestern State Hurricanes,georgiasouthwesternstate,0
Discontinued Teams,NCAA Post-2002,Haskell Indians,haskell,0
Discontinued Teams,NCAA Post-2002,King (TN) Tornado,king,0
Discontinued Teams,NCAA Post-2002,Lambuth Eagles,lambuth,0
Discontinued Teams,NCAA Post-2002,Menlo Oaks,menlo,0
Discontinued Teams,NCAA Post-2002,Morris Brown Wolverines,morrisbrown,0
Discontinued Teams,NCAA Post-2002,Omaha Mavericks,nebraskaomaha,0
Discontinued Teams,NCAA Post-2002,Paine Lions,paine,0
Discontinued Teams,NCAA Post-2002,Paul Quinn Tigers,paulquinn,0
Discontinued Teams,NCAA Post-2002,Principia Panthers,principia,0
Discontinued Teams,NCAA Post-2002,Si Tanka Eagles,sitanka,0
Discontinued Teams,NCAA Post-2002,St. Paul's (VA) Tigers,stpaulsva,0
Discontinued Teams,NCAA Post-2002,Stillman Tigers,stillman,0
Discontinued Teams,NCAA Post-2002,Western Washington Vikings,westernwashington,0
Discontinued Teams,NCAA Post-2002,WVU Tech Golden Bears,westvirginiatech,0
Discontinued Teams,NCAA 1990-2002,Brooklyn Bulldogs,brooklyn,0
Discontinued Teams,NCAA 1990-2002,Cameron Aggies,cameron,0
Discontinued Teams,NCAA 1990-2002,Chico State Wildcats,chicostate,0
Discontinued Teams,NCAA 1990-2002,CSU East Bay Pioneers,csueastbay,0
Discontinued Teams,NCAA 1990-2002,Knoxville Bulldogs,knoxville,0
Discontinued Teams,NCAA 1990-2002,Lees-McRae Bobcats,leesmcrae,0
Discontinued Teams,NCAA 1990-2002,Massachusetts Boston Beacons,massachusettsboston,0
Discontinued Teams,NCAA 1990-2002,Massachusetts Lowell River Hawks,massachusettslowell,0
Discontinued Teams,NCAA 1990-2002,Mount Scenario Fighting Saints,mountscenario,0
Discontinued Teams,NCAA 1990-2002,New Jersey City Gothic Knights,newjerseycity,0
Discontinued Teams,NCAA 1990-2002,Oregon Institute of Technology Hustlin' Owls,oregontech,0
Discontinued Teams,NCAA 1990-2002,Ramapo Roadrunners,ramapo,0
Discontinued Teams,NCAA 1990-2002,San Francisco State Gators,sanfranciscostate,0
Discontinued Teams,NCAA 1990-2002,Sonoma State Seawolves,sonomastate,0
Discontinued Teams,NCAA 1990-2002,St. Mary of the Plains Cavaliers,stmaryoftheplains,0
Discontinued Teams,NCAA 1990-2002,Sue Bennett Dragons,suebennett,0
Discontinued Teams,NCAA 1990-2002,Swarthmore Garnet Tide,swarthmore,0
Discontinued Teams,NCAA 1990-2002,Tarkio Owls,tarkio,0
Discontinued Teams,NCAA 1990-2002,Tennessee Wesleyan Bulldogs,tennesseewesleyan,0
Discontinued Teams,NCAA 1990-2002,University of the District of Columbia Firebirds,universitydc,0
Discontinued Teams,NCAA 1990-2002,Upsala Vikings,upsala,0
Discontinued Teams,NCAA 1990-2002,Wisconsin-Superior Yellowjackets,wisconsinsuperior,0
Discontinued Teams,NCAA 1976-1989,Baptist Christian Indians,baptistchristian,0
Discontinued Teams,NCAA 1976-1989,Bluefield State Big Blues,bluefieldstate,0
Discontinued Teams,NCAA 1976-1989,Cal Poly Pomona Broncos,calpolypomona,0
Discontinued Teams,NCAA 1976-1989,Cal Western Globe Runners,calwestern,0
Discontinued Teams,NCAA 1976-1989,Caltech Beavers,caltech,0
Discontinued Teams,NCAA 1976-1989,CSU LA Golden Eagles,csula,0
Discontinued Teams,NCAA 1976-1989,Fisk Bulldogs,fisk,0
Discontinued Teams,NCAA 1976-1989,Fort Lauderdale College Seagulls,fortlauderdalecollege,0
Discontinued Teams,NCAA 1976-1989,Lubbock Christian Chapparral,lubbockchristian,0
Discontinued Teams,NCAA 1976-1989,Milton Wildcats,milton,0
Discontinued Teams,NCAA 1976-1989,Montana State-Billings Yellowjackets,montanastatebillings,0
Discontinued Teams,NCAA 1976-1989,New York Institute of Technology Bears,newyorktech,0
Discontinued Teams,NCAA 1976-1989,Northeastern Illinois Golden Eagles,northeasternillinois,0
Discontinued Teams,NCAA 1976-1989,RIT Tigers,rit,0
Discontinued Teams,NCAA 1976-1989,Roger Williams Hawks,rogerwilliams,0
Discontinued Teams,NCAA 1976-1989,Salem International Tigers,saleminternational,0
Discontinued Teams,NCAA 1976-1989,South Dakota-Springfield Pointers,southdakotaspringfield,0
Discontinued Teams,NCAA 1976-1989,St. Leo Lions,stleo,0
Discontinued Teams,NCAA 1976-1989,SUNY Oswego Lakers,sunyoswego,0
Discontinued Teams,NCAA 1976-1989,SUNY Plattsburgh Cardinals,sunyplattsburgh,0
Discontinued Teams,NCAA 1976-1989,Westminster (UT) Griffins,westminsterut,0
Discontinued Teams,NCAA 1976-1989,Whitman Missionaries,whitman,0
Discontinued Teams,NCAA 1976-1989,Yankton Greyhounds,yankton,0
Discontinued Teams,NCAA 1964-1975,Bridgeport Purple Knights,bridgeport,0
Discontinued Teams,NCAA 1964-1975,Claflin Panthers,claflin,0
Discontinued Teams,NCAA 1964-1975,College of Emporia Fighting Presbies,collegeofemporia,0
Discontinued Teams,NCAA 1964-1975,College of the Ozarks Bobcats,collegeoftheozarks,0
Discontinued Teams,NCAA 1964-1975,Denmark Tech Panthers,denmarktech,0
Discontinued Teams,NCAA 1964-1975,Dillard Bleu Devils,dillard,0
Discontinued Teams,NCAA 1964-1975,Haverford Fords,haverford,0
Discontinued Teams,NCAA 1964-1975,Hiram Scott Scotties,hiramscott,0
Discontinued Teams,NCAA 1964-1975,Jarvis Christian Bulldogs,jarvischristian,0
Discontinued Teams,NCAA 1964-1975,Midwestern College Packers,midwesterncollege,0
Discontinued Teams,NCAA 1964-1975,Morris Hornets,morris,0
Discontinued Teams,NCAA 1964-1975,New England Pilgrims,newengland,0
Discontinued Teams,NCAA 1964-1975,Northland (WI) LumberJacks,northlandwi,0
Discontinued Teams,NCAA 1964-1975,Northwood (TX) Knights,northwoodtx,0
Discontinued Teams,NCAA 1964-1975,Parsons Wildcats,parsons,0
Discontinued Teams,NCAA 1964-1975,Philander Smith Panthers,philandersmith,0
Discontinued Teams,NCAA 1964-1975,Rust Bearcats,rust,0
Discontinued Teams,NCAA 1964-1975,Tampa Spartans,tampa,0
Discontinued Teams,NCAA 1964-1975,Tidewater CC Storm,tidewatercc,0
Discontinued Teams,NCAA 1964-1975,UCSD Tritons,ucsd,0
Discontinued Teams,NCAA 1964-1975,Wiley Wildcats,wiley,0
Discontinued Teams,NCAA 1952-1963,Adelphi Panthers,adelphi,0
Discontinued Teams,NCAA 1952-1963,Alaska Fairbanks Nanooks,alaskafairbanks,0
Discontinued Teams,NCAA 1952-1963,Brandeis Judges,brandeis,0
Discontinued Teams,NCAA 1952-1963,California Baptist Lancers,californiabaptist,0
Discontinued Teams,NCAA 1952-1963,Cedarville Yellow Jackets,cedarville,0
Discontinued Teams,NCAA 1952-1963,Champlain Beavers,champlain,0
Discontinued Teams,NCAA 1952-1963,Clarkson Golden Knights,clarkson,0
Discontinued Teams,NCAA 1952-1963,Davis & Elkins Senators,daviselkins,0
Discontinued Teams,NCAA 1952-1963,Erskine Flying Fleet,erskine,0
Discontinued Teams,NCAA 1952-1963,Florida Memorial Fighting Lions,floridamemorial,0
Discontinued Teams,NCAA 1952-1963,Leland Buffalo,leland,0
Discontinued Teams,NCAA 1952-1963,Lewis Flyers,lewis,0
Discontinued Teams,NCAA 1952-1963,Nebraska Central Fighting Quakers,nebraskacentral,0
Discontinued Teams,NCAA 1952-1963,Reed Griffins,reed,0
Discontinued Teams,NCAA 1952-1963,Scranton Royals,scranton,0
Discontinued Teams,NCAA 1952-1963,St. Mary's (MN) Cardinals,stmarysmn,0
Discontinued Teams,NCAA 1952-1963,St. Michael's (VT) Purple Knights,stmichaelsvt,0
Discontinued Teams,NCAA 1952-1963,Tougaloo Bulldogs,tougaloo,0
Discontinued Teams,NCAA 1952-1963,Union (TN) Bulldogs,uniontn,0
Discontinued Teams,NCAA 1952-1963,Vanguard Lions,vanguard,0
Discontinued Teams,NCAA 1952-1963,William Carey Crusaders,williamcarey,0
Discontinued Teams,NCAA 1952-1963,Xavier Louisiana Gold Rush,xavierlouisiana,0
Discontinued Teams,NCAA 1952-1963,York (NE) Panthers,yorkne,0
